policy,budget,context_length,depth,count,score_mean,ci_low,ci_high,oom_rate,error_rate,peak_vram_gib,cache_gib,compression,prefill_s,compress_s,decode_tps
streaming_llm,1024,4096,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.079,0.1406,0.7466,2.414,0.007,11.41
streaming_llm,1024,4096,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.079,0.1406,0.7466,2.428,0.007,11.42
streaming_llm,1024,8192,0.0,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.088,0.1406,0.8743,5.058,0.013,11.49
streaming_llm,1024,8192,0.1,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.088,0.1406,0.8743,5.099,0.013,11.29
streaming_llm,1024,8192,0.25,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.088,0.1406,0.8743,5.093,0.013,11.33
streaming_llm,1024,8192,0.5,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.088,0.1406,0.8743,5.099,0.013,11.47
streaming_llm,1024,8192,0.75,3,0.3333,0.0000,1.0000,0.0000,0.0000,3.088,0.1406,0.8743,5.082,0.012,11.12
streaming_llm,1024,8192,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.088,0.1406,0.8743,5.072,0.013,11.50
streaming_llm,1024,8192,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.088,0.1406,0.8743,5.086,0.013,11.43
streaming_llm,256,16384,0.0,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9843,9.806,0.028,11.42
streaming_llm,256,16384,0.1,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9843,9.808,0.028,11.24
streaming_llm,256,16384,0.25,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9843,9.765,0.026,11.18
streaming_llm,256,16384,0.5,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9843,9.818,0.029,11.02
streaming_llm,256,16384,0.75,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9843,9.756,0.028,11.27
streaming_llm,256,16384,0.9,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9843,9.827,0.029,11.18
streaming_llm,256,16384,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.003,0.0352,0.9843,9.814,0.026,11.20
streaming_llm,256,2048,0.0,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.937,0.0352,0.8720,1.841,0.008,8.63
streaming_llm,256,2048,0.1,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.936,0.0352,0.8720,1.071,0.003,11.64
streaming_llm,256,2048,0.25,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.936,0.0352,0.8720,1.075,0.003,11.60
streaming_llm,256,2048,0.5,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.936,0.0352,0.8720,1.063,0.004,12.13
streaming_llm,256,2048,0.75,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.936,0.0352,0.8720,1.070,0.003,11.72
streaming_llm,256,2048,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.936,0.0352,0.8720,1.075,0.004,11.64
streaming_llm,256,2048,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.936,0.0352,0.8720,1.045,0.003,11.52
streaming_llm,256,32768,0.0,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9922,19.708,0.054,11.29
streaming_llm,256,32768,0.1,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9922,19.821,0.054,11.12
streaming_llm,256,32768,0.25,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9922,19.809,0.055,11.08
streaming_llm,256,32768,0.5,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9922,19.738,0.058,10.89
streaming_llm,256,32768,0.75,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9922,19.846,0.052,11.04
streaming_llm,256,32768,0.9,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.003,0.0352,0.9922,19.758,0.057,11.10
streaming_llm,256,32768,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.003,0.0352,0.9922,19.771,0.053,11.14
streaming_llm,256,4096,0.0,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.990,0.0352,0.9366,2.319,0.008,11.49
streaming_llm,256,4096,0.1,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.990,0.0352,0.9366,2.315,0.008,11.49
streaming_llm,256,4096,0.25,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.990,0.0352,0.9366,2.329,0.007,11.61
streaming_llm,256,4096,0.5,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.990,0.0352,0.9366,2.329,0.007,11.54
streaming_llm,256,4096,0.75,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.990,0.0352,0.9366,2.321,0.008,11.41
streaming_llm,256,4096,0.9,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.990,0.0352,0.9366,2.321,0.007,11.35
streaming_llm,256,4096,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.990,0.0352,0.9366,2.317,0.007,11.45
streaming_llm,256,8192,0.0,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.002,0.0352,0.9686,4.802,0.013,11.07
streaming_llm,256,8192,0.1,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.002,0.0352,0.9686,4.797,0.015,11.57
streaming_llm,256,8192,0.25,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.002,0.0352,0.9686,4.822,0.013,11.41
streaming_llm,256,8192,0.5,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.002,0.0352,0.9686,4.827,0.015,11.29
streaming_llm,256,8192,0.75,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.002,0.0352,0.9686,4.795,0.013,10.55
streaming_llm,256,8192,0.9,3,0.0000,0.0000,0.0000,0.0000,0.0000,3.002,0.0352,0.9686,4.833,0.014,11.28
streaming_llm,256,8192,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.002,0.0352,0.9686,4.812,0.013,11.36
tova,1024,16384,0.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9373,10.498,0.133,6.13
tova,1024,16384,0.1,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9373,11.258,0.170,5.96
tova,1024,16384,0.25,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9373,10.958,0.126,5.99
tova,1024,16384,0.5,3,0.6667,0.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9373,10.682,0.181,8.57
tova,1024,16384,0.75,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9373,10.864,0.218,5.65
tova,1024,16384,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9373,10.904,0.143,5.63
tova,1024,16384,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9373,10.834,0.126,6.03
tova,1024,2048,0.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.938,0.1406,0.4881,1.030,0.015,6.83
tova,1024,2048,0.1,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.938,0.1406,0.4881,1.011,0.015,6.48
tova,1024,2048,0.25,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.938,0.1406,0.4881,1.032,0.017,6.36
tova,1024,2048,0.5,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.938,0.1406,0.4881,1.055,0.016,6.12
tova,1024,2048,0.75,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.938,0.1406,0.4881,1.156,0.015,6.15
tova,1024,2048,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.938,0.1406,0.4881,1.129,0.017,6.29
tova,1024,2048,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.938,0.1406,0.4881,1.071,0.016,6.27
tova,1024,32768,0.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9687,20.376,0.340,6.30
tova,1024,32768,0.1,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9687,20.195,0.252,6.10
tova,1024,32768,0.25,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9687,20.192,0.236,6.43
tova,1024,32768,0.5,3,0.6667,0.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9687,20.162,0.244,6.39
tova,1024,32768,0.75,3,0.6667,0.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9687,20.050,0.248,6.06
tova,1024,32768,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9687,20.111,0.238,6.63
tova,1024,32768,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.9687,20.120,0.255,6.33
tova,1024,4096,0.0,3,0.6667,0.0000,1.0000,0.0000,0.0000,3.082,0.1406,0.7466,2.415,0.031,6.32
tova,1024,4096,0.1,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.082,0.1406,0.7466,2.411,0.030,6.30
tova,1024,4096,0.25,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.082,0.1406,0.7466,2.410,0.038,6.37
tova,1024,4096,0.5,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.082,0.1406,0.7466,2.414,0.033,6.27
tova,1024,4096,0.75,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.082,0.1406,0.7466,2.466,0.030,6.15
tova,1024,4096,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.082,0.1406,0.7466,2.527,0.042,7.60
tova,1024,4096,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.082,0.1406,0.7466,2.630,0.031,6.03
tova,1024,8192,0.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.8743,5.385,0.062,5.73
tova,1024,8192,0.1,3,0.6667,0.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.8743,5.485,0.068,5.73
tova,1024,8192,0.25,3,0.6667,0.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.8743,5.304,0.063,6.48
tova,1024,8192,0.5,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.8743,5.118,0.061,6.25
tova,1024,8192,0.75,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.8743,5.080,0.060,6.26
tova,1024,8192,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.8743,5.228,0.063,6.06
tova,1024,8192,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.093,0.1406,0.8743,4.998,0.066,5.92
tova,256,16384,0.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9843,9.600,0.122,6.21
tova,256,16384,0.1,3,0.3333,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9843,9.904,0.128,6.36
tova,256,16384,0.25,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9843,9.488,0.126,6.27
tova,256,16384,0.5,3,0.3333,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9843,9.636,0.143,5.85
tova,256,16384,0.75,3,0.6667,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9843,10.301,0.134,6.05
tova,256,16384,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9843,10.256,0.129,6.29
tova,256,16384,1.0,3,0.3333,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9843,9.553,0.124,6.36
tova,256,2048,0.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.938,0.0352,0.8720,1.119,0.023,5.02
tova,256,2048,0.1,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.938,0.0352,0.8720,1.073,0.018,5.46
tova,256,2048,0.25,3,0.6667,0.0000,1.0000,0.0000,0.0000,2.938,0.0352,0.8720,1.058,0.016,6.24
tova,256,2048,0.5,3,0.3333,0.0000,1.0000,0.0000,0.0000,2.938,0.0352,0.8720,1.063,0.017,6.30
tova,256,2048,0.75,3,0.0000,0.0000,0.0000,0.0000,0.0000,2.938,0.0352,0.8720,1.061,0.016,6.05
tova,256,2048,0.9,3,0.3333,0.0000,1.0000,0.0000,0.0000,2.938,0.0352,0.8720,1.197,0.016,6.22
tova,256,2048,1.0,3,0.6667,0.0000,1.0000,0.0000,0.0000,2.938,0.0352,0.8720,1.174,0.016,6.23
tova,256,32768,0.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9922,19.942,0.260,6.13
tova,256,32768,0.1,3,0.3333,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9922,20.303,0.259,6.16
tova,256,32768,0.25,3,0.3333,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9922,20.134,0.265,6.17
tova,256,32768,0.5,3,0.3333,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9922,20.950,0.331,6.00
tova,256,32768,0.75,3,0.6667,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9922,20.904,0.247,6.15
tova,256,32768,0.9,3,0.3333,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9922,20.019,0.270,5.90
tova,256,32768,1.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9922,19.844,0.259,6.28
tova,256,4096,0.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.993,0.0352,0.9366,2.494,0.031,6.20
tova,256,4096,0.1,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.993,0.0352,0.9366,2.501,0.030,6.60
tova,256,4096,0.25,3,0.6667,0.0000,1.0000,0.0000,0.0000,2.993,0.0352,0.9366,2.488,0.030,6.45
tova,256,4096,0.5,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.993,0.0352,0.9366,2.488,0.032,6.38
tova,256,4096,0.75,3,1.0000,1.0000,1.0000,0.0000,0.0000,2.993,0.0352,0.9366,2.377,0.030,6.13
tova,256,4096,0.9,3,0.3333,0.0000,1.0000,0.0000,0.0000,2.993,0.0352,0.9366,2.259,0.036,5.75
tova,256,4096,1.0,3,0.6667,0.0000,1.0000,0.0000,0.0000,2.993,0.0352,0.9366,2.507,0.030,6.27
tova,256,8192,0.0,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9686,5.198,0.065,6.01
tova,256,8192,0.1,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9686,5.011,0.065,6.31
tova,256,8192,0.25,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9686,4.593,0.064,6.33
tova,256,8192,0.5,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9686,4.975,0.063,6.22
tova,256,8192,0.75,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9686,4.595,0.065,6.10
tova,256,8192,0.9,3,1.0000,1.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9686,4.878,0.143,10.50
tova,256,8192,1.0,3,0.6667,0.0000,1.0000,0.0000,0.0000,3.005,0.0352,0.9686,4.583,0.063,6.67
